"name","sku","store_view_code","product_type","description","price","special_price","special_from_date","special_to_date","cost","weight","manufacturer","meta_title","meta_keywords","meta_description","base_image","small_image","thumbnail_image","old_id","tier_price","color","news_from_date","news_to_date","gallery","product_online","minimal_price","visibility","custom_design","custom_design_from","custom_design_to","custom_layout_update","page_layout","categories","product_websites","options_container","required_options","has_options","base_image_label","small_base_image_label","thumbnail_label","created_at","updated_at","country_of_manufacture","stock_status_status","custom_layout","custom_layout_update_file","price_type","sku_type","weight_type","price_view","shipment_type","url_key","url_path","msrp","msrp_display_actual_price_type","links_purchased_separately","samples_title","links_title","links_exist","giftcard_amounts","allow_open_amount","open_amount_min","open_amount_max","giftcard_type","is_redeemable","use_config_is_redeemable","lifetime","use_config_lifetime","email_template","use_config_email_template","allow_message","use_config_allow_message","related_tgtr_position_limit","related_tgtr_position_behavior","upsell_tgtr_position_limit","upsell_tgtr_position_behavior","tax_class_id","gift_message_available","gift_wrapping_available","gift_wrapping_price","is_returnable","swatch_image","brand","bed_size","tonneau_cover_type","step_bar_width","step_bar_pattern","finish","lighter_element","cab_type","console_type","floor_liner_type","number_of_pieces","seat_configuration","seat_location","armrest","seat_cover_material","rail_type","end_cap_color","bed_liner_type","vehicle_side","deflector_location","profile","camera","keypad","trailer_tow_mirrors","trim_kit_type","rack_application","mount_type","cargo_box_dimensions","splash_guard_decal","splash_guard_location","splash_guard_type","wheel_lip_molding","mirror_use","trailer_ball_size","scoop_location","stripe_location","stripe_kit_type","stripe_width","transmission_type","remote_start_type","confirmation","push_button_start","ford_perimeter_plus","suggested_list_price","supplier_name","dealer_net_price","oversize","mandatory_installation","install_time","logo","vehicle_disclaimer","tailgate_step","product_import_status","product_import_review_status","exclude_from_import","height","width","length","residualization_code","show_labor_cost_message","year_model","inactive_year_model","make","model","year"
"Exterior Trim Kit - Tailgate Trim Kit, Black Platinum Stainless Steel","VML3Z-99290D90-B","ford_us_en","simple","<p>Dress-up the tailgate of your new F-150 with a corrosion-resistant Black stainless steel tailgate trim kit.</p><ul><li>Made of high quality 304 stainless steel </li><li>Easily installed using the pre-applied 3M automotive tape</li></ul>","169.000000",,,,,"5.000000",,,,,"VML3Z99290D90B_0.jpg","VML3Z99290D90B_0.jpg","VML3Z99290D90B_0.jpg",,,"Black",,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Trim Kits","ford_us,ford_ca","container2","0","0",,,,"10/15/2020 21:05:08.000000","09/29/2023 00:49:20.000000",,"In Stock",,,"0","0",,,,"plug-quarter-panel-12990",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,"Stainless Steel",,,,,"1",,,,,,,,,,"Standard",,,,"Tailgate",,,,,,,,,,,,,,,,,,,,,"118.300000","0","0","0.500000",,,,"Vehicle Association Change","Processing Complete","0","2.000000","8.000000","48.000000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2021,2022,2023"
"Tailgate Lettering - Chrome","VML3Z-9942528-A","ford_us_en","simple","<ul><li>Letters spaced correctly for easy application. </li><li>Includes pre-applied automotive tape for easy installation.</li></ul>","59.000000",,,,,"3.000000",,,,,"VML3Z9942528A_0.jpg","VML3Z9942528A_0.jpg","VML3Z9942528A_0.jpg",,,"Chrome",,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Trim Kits","ford_us,ford_ca","container2","0","0",,,,"10/15/2020 21:05:08.000000","09/29/2023 00:49:20.000000",,"In Stock",,,"0","0",,,,"name-plate-12981",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,"Chrome",,,,,,,,,,,,,,,"Standard",,,,"Tailgate",,,,,,,,,,,,,,,,,,,,,"41.300000","0","0","0.250000",,,,"Vehicle Association Change","Processing Complete","0","2.000000","5.000000","11.000000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2021,2022,2023"
"Tailgate Lettering - Black Platinum","VML3Z-9942528-B","ford_us_en","simple","<p>Customize your truck with top-quality 304 stainless steel that comes finely polished in brilliant chrome or shaded alluringly in black.</p><ul><li>Precision-fit, peel-and-stick installation.</li></ul>","79.000000",,,,,"3.000000",,,,,"VML3Z9942528B_0.jpg","VML3Z9942528B_0.jpg","VML3Z9942528B_0.jpg",,,"Black",,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Trim Kits","ford_us,ford_ca","container2","0","0",,,,"10/15/2020 21:05:08.000000","09/29/2023 00:49:20.000000",,"In Stock",,,"0","0",,,,"name-plate-12982",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,"Standard",,,,"Tailgate",,,,,,,,,,,,,,,,,,,,,"55.300000","0","0","0.500000",,,,"Vehicle Association Change","Processing Complete","0","2.000000","5.000000","15.000000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2021,2022,2023"
"Tailgate Lettering - Platinum, Gunmetal Stainless Steel","VML3Z-9942528-C","ford_us_en","simple","<p>Add some contrast to the Satin Finish Tailgate Trim on your Platinum Series F-150 with our Titanium-plated Stainless Steel lettering.</p><ul><li>Laser cut stainless steel letters </li><li>Fits perfectly inside the “PLATINUM” letter channels </li><li>Darker titanium color provides a distinct look and makes lettering stand out from the satin finish of the tailgate trim </li><li>Easy to install with 3M adhesive backing, simply peel & stick</li></ul>","129.000000",,,,,"1.000000",,,,,"VML3Z9942528C_0.jpg","VML3Z9942528C_0.jpg","VML3Z9942528C_0.jpg",,,"Matte Black",,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Trim Kits","ford_us,ford_ca","container2","0","0",,,,"10/15/2020 20:55:09.000000","09/29/2023 00:49:20.000000",,"In Stock",,,"0","0",,,,"name-plate-12934",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,"Air Design",,,,,"Stainless Steel",,,,,,,,,,,,,,,"Standard",,,,"Tailgate",,,,,,,,,,,,,,,,,,,,,"90.300000","0","0","0.500000",,"For Platinum Series Vehicles only",,"Vehicle Association Change","Processing Complete","0","0.750000","5.000000","10.250000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2021,2022,2023"
"Tailgate Applique by Air Design - Matte Black","VML3Z-99425A34-A","ford_us_en","simple","<p>These satin black tailgate appliques are designed to complement your truck&rsquo;s style and provide a sporty rear end appearance enhancement.</p><ul><li>Scuff resistant satin black finish</li><li>Thermoformed with high impact multilayer ABS Senoplast polymer</li><li>Install ready, no-drill installation using double-sided 3M adhesive tape</li></ul>","339.000000",,,,,"7.360000",,,,,"VML3Z99425A34A_0.jpg","VML3Z99425A34A_0.jpg","VML3Z99425A34A_0.jpg",,,"Matte Black",,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Graphics and Stripes","ford_us,ford_ca","container2","0","0",,,,"10/15/2020 21:05:08.000000","10/03/2023 21:30:10.000000",,"In Stock",,,"0","0",,,,"panel-tailgate-outer-13044",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,"Air Design",,,,,,,,,,,,,,,,,,,,"Standard",,,,"Tailgate",,,,,,,,,,,,,,,,,,,,,"237.300000","0","0","0.500000",,,,"Vehicle Association Change","Processing Complete","0","4.720000","18.110000","63.770000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2021,2022,2023"
"F-150 Bed MOLLE Panels by Putco, 5.5ft Bed - Front","VML3Z-99425B64-A","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.<ul><li>CNC machined from 10-gauge Aluminum</li><li>Textured black powder-coat</li><li>Great for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installation</li><li>Compatible with most tonneau covers available from Ford</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>Compatible with Pivot Swing Cases by Undercover</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads</li><li>Fits front</li></ul>","649.000000",,,,,"11.000000",,,,,"VML3Z99425B64A_0.jpg","VML3Z99425B64A_0.jpg","VML3Z99425B64A_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"03/06/2023 22:00:10.000000","07/27/2023 04:38:00.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-a",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PUTCO INC","454.300000","0","0","0.400000",,,,"Reviewed","Processing Complete","0","4.000000","11.000000","72.000000",,"0","Ford_F-150_2023",,"Ford","F-150","2023"
"F-150 Bed MOLLE Panels by Putco, 6.5ft Bed - Front","VML3Z-99425B64-B","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.<ul><li>CNC machined from 10-gauge Aluminum</li><li>Textured black powder-coat</li><li>Great for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installation</li><li>Compatible with most tonneau covers available from Ford</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>Compatible with Pivot Swing Cases by Undercover</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads</li><li>Fits front</li></ul>","599.000000",,,,,"11.000000",,,,,"VML3Z99425B64B_0.jpg","VML3Z99425B64B_0.jpg","VML3Z99425B64B_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"03/06/2023 22:00:10.000000","07/27/2023 04:33:07.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-b",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PUTCO INC","419.300000","0","0","0.400000",,,,"Reviewed","Processing Complete","0","4.000000","11.000000","72.000000",,"0","Ford_F-150_2023",,"Ford","F-150","2023"
"Bed MOLLE Panels by Putco, 5.5ft Bed - L/H","VML3Z-99425B64-C","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.<ul><li>CNC machined from 10-gauge Aluminum:</li><li>Textured black powder-coat</li><li>Great for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to.</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installation</li><li>Kit includes 2ea Medium Molle Grips and Mounts - Holds objects 1” to 2.25 “ in diameter – Safe Working Load of 25#</li><li>Compatible with most tonneau covers available from Ford</li><li>Compatible with Spray-In Bed Liner</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads.</li><li>MADE IN THE USA</li><li>Fits Left Side</li></ul>","499.000000",,,,,"11.000000",,,,,"VML3Z99425B64C_0.jpg","VML3Z99425B64C_0.jpg","VML3Z99425B64C_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"01/09/2023 22:00:12.000000","09/06/2023 08:22:42.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-c",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PUTCO INC","349.300000","0","0","0.800000",,"Not compatible with WeatherGuard Cross Bed ToolboxNot compatible with Pivot Swing Cases by Undercover",,"Reviewed","Missing Image","0","4.000000","23.000000","72.000000",,"0","Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2022,2023"
"Bed MOLLE Panels by Putco, 5.5ft Bed - R/H","VML3Z-99425B64-D","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.<ul><li>CNC machined from 10-gauge Aluminum:</li><li>Textured black powder-coat</li><li>Great for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to.</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installation</li><li>Kit includes 2ea Medium Molle Grips and Mounts  - Holds objects 1” to 2.25 “ in diameter – Safe Working Load of 25#</li><li>Compatible with most tonneau covers available from Ford</li><li>Compatible with Spray-In Bed Liner</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads.</li><li>MADE IN THE USA</li><li>Fits Right Side</li></ul>","439.000000",,,,,"11.000000",,,,,"VML3Z99425B64D_0.jpg","VML3Z99425B64D_0.jpg","VML3Z99425B64D_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"01/09/2023 22:00:12.000000","09/06/2023 08:22:42.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-d",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PUTCO INC","307.300000","0","0","0.800000",,"Not compatible with WeatherGuard Cross Bed ToolboxNot compatible with Pivot Swing Cases by Undercover",,"Reviewed","Missing Image","0","4.000000","23.000000","72.000000",,"0","Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2022,2023"
"Bed MOLLE Panels by Putco, 6.5ft Bed - L/H","VML3Z-99425B64-E","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.<ul><li>CNC machined from 10-gauge Aluminum:</li><li>Textured black powder-coat</li><li>Great for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to.</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installation</li><li>Kit includes 2ea Medium Molle Grips and Mounts  - Holds objects 1” to 2.25 “ in diameter – Safe Working Load of 25#</li><li>Compatible with most tonneau covers available from Ford</li><li>Compatible with Spray-In Bed Liner</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads.</li><li>MADE IN THE USA</li><li>Fits Left Side</li></ul>","509.000000",,,,,"11.000000",,,,,"VML3Z99425B64E_0.jpg","VML3Z99425B64E_0.jpg","VML3Z99425B64E_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"01/09/2023 22:00:12.000000","09/06/2023 08:22:42.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-e",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PUTCO INC","356.300000","0","0","0.800000",,"Not compatible with WeatherGuard Cross Bed ToolboxNot compatible with Pivot Swing Cases by Undercover",,"Reviewed","Missing Image","0","4.000000","23.000000","72.000000",,"0","Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2022,2023"
"Bed MOLLE Panels by Putco, 6.5ft Bed - R/H","VML3Z-99425B64-F","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.<ul><li>CNC machined from 10-gauge Aluminum:</li><li>Textured black powder-coat</li><li>Great for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to.</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installation</li><li>Kit includes 2ea Medium Molle Grips and Mounts  - Holds objects 1” to 2.25 “ in diameter – Safe Working Load of 25#</li><li>Compatible with most tonneau covers available from Ford</li><li>Compatible with Spray-In Bed Liner</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads.</li><li>MADE IN THE USA</li><li>Fits Right Side</li></ul>","449.000000",,,,,"11.000000",,,,,"VML3Z99425B64F_0.jpg","VML3Z99425B64F_0.jpg","VML3Z99425B64F_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"01/09/2023 22:00:12.000000","09/06/2023 08:22:42.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-f",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PUTCO INC","314.300000","0","0","0.800000",,"Not compatible with WeatherGuard Cross Bed ToolboxNot compatible with Pivot Swing Cases by Undercover",,"Reviewed","Missing Image","0","4.000000","23.000000","72.000000",,"0","Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2022,2023"
"Bed MOLLE Panels by Putco, Tailgate Panel With Work Surace (2 pc Kit)","VML3Z-99425B64-G","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.CNC machined from 10-gauge Aluminum:<ul><li>Textured black powder-coatGreat for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installationCompatible with most tonneau covers available from Ford</li><li>Compatible with Spray-In Bed Liner</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads</li><li>MADE IN THE USA</li><li><B><I>2 pc Kit Fits Tailgate WITH Work Surface</I></B></li></ul>","349.000000",,,,,"11.000000",,,,,"VML3Z99425B64G_0.jpg","VML3Z99425B64G_0.jpg","VML3Z99425B64G_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"01/09/2023 22:00:12.000000","07/27/2023 04:37:58.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-g",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"PUTCO INC","244.300000","0","0","0.800000",,,,"Reviewed","Processing Complete","0","2.000000","23.000000","72.000000",,"0","Ford_F-150_2022","Ford_F-150_2023","Ford","F-150","2022"
"Bed MOLLE Panels by Putco, Tailgate Panel Without Work Surface","VML3Z-99425B64-H","ford_us_en","simple","This MOLLE Rack System by Putco is custom engineered to fit directly to the truck bed using existing OEM mounting points. This system allows you to keep your gear organized, easily accessible, and secure.CNC machined from 10-gauge Aluminum:<ul><li>Textured black powder-coatGreat for any Overlanding gear, work truck tools, jacks, or anything that you need to be protected, organized, and fast access to</li><li>Compatible with other popular aftermarket mounting accessories</li><li>Designed specifically for the truck, uses factory mounting points, no drill installation</li><li>Compatible with most tonneau covers available from Ford</li><li>Compatible with Spray-In Bed Liner</li><li>Compatible with Bedtrays and Bedliners available from Ford</li><li>They work with all MOLLE, PALS, Quick Fist, and many other gear strapping systems to hold your cargo in place on the roughest roads</li><li>MADE IN THE USA</li><li><B><I>Fits Tailgate WITHOUT Work Surface</I></B></li></ul>","369.000000",,,,,"11.000000",,,,,"VML3Z99425B64H_0.jpg","VML3Z99425B64H_0.jpg","VML3Z99425B64H_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Cargo Area Products","ford_ca,ford_us","container2","0","0",,,,"01/09/2023 22:00:12.000000","07/27/2023 04:38:09.000000",,"In Stock",,,"0","0",,,,"panel---molle---pickup-box-vml3z-99425b64-h",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"SUPPLIER NOT FOUND","258.300000","0","0","0.800000",,,,"Reviewed","Processing Complete","0","2.000000","23.000000","72.000000",,"0","Ford_F-150_2022",,"Ford","F-150","2022"
"Spoiler - Roof, Black","VML3Z-9944210-A","ford_us_en","simple","<p>Dress-up the rear of your F-150 with a Roof Spoiler.</p><ul><li> Injected with high pressure polyurethane&nbsp;</li><li>Factory painted satin black, installs right out of the box;</li><li>Install ready, no-drill installation using 3M double-sided tape and 3M 540 adhesive&nbsp;</li></ul>","249.000000",,,,,"14.330000",,,,,"VML3Z9944210A_0.jpg","VML3Z9944210A_0.jpg","VML3Z9944210A_0.jpg",,,"Black",,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Spoilers and Body Kits","ford_us,ford_ca","container2","0","0",,,,"10/15/2020 21:05:08.000000","09/29/2023 00:49:14.000000",,"In Stock",,,"0","0",,,,"kit-rear-spoiler-13042",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,"Standard",,,,,,,,,,,,,,,,,,,,,,,,,"174.300000","1","0","1.000000",,,,"Reviewed","Processing Complete","0","9.000000","24.000000","69.000000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023","Ford_Super Duty_2023","Ford","F-150","2021,2022,2023"
"Spoiler - Tailgate","VML3Z-9944210-B","ford_us_en","simple","<p>Dress-up the rear of your F-150 with a Tailgate Spoiler.</p><ul><li>Ready to install scuff resistant satin black finish</li><li>Theromformed with high impact multilayer ABS Senoplast polymer</li><li>Install ready, no-drill installation using 3M double-sided tape</li></ul>","229.000000",,,,,"5.270000",,,,,"VML3Z9944210B_0.jpg","VML3Z9944210B_0.jpg","VML3Z9944210B_0.jpg",,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Spoilers and Body Kits","ford_us,ford_ca","container2","0","0",,,,"10/15/2020 21:05:08.000000","10/03/2023 21:30:10.000000",,"In Stock",,,"0","0",,,,"kit-rear-spoiler-13043",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,"Standard",,,,,,,,,,,,,,,,,,,,,,,,,"160.300000","0","0","1.000000",,,,"Reviewed","Processing Complete","0","7.480000","7.080000","64.960000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023",,"Ford","F-150","2021,2022,2023"
"Tonneau/Bed Cover, Painted Hard One-Piece by UnderCover, For 6.5 Bed, Race Red","VML3Z-99501A42-AA","ford_us_en","simple","Lightweight and durable, these covers are designed to complement the look of your truck. They even include a battery-powered LED light for nighttime convenience.<ul><li>Over the Rail DesignThe smooth finish provides a premium look, and the full-perimeter seal helps keep out the elements</li><li>For added convenience, the lock is incorporated in the handle on the rear center edge of the cover</li><li>LED Light on bottom side of Cover</li><li>Wall Storage Kit</li><li>Easy On / Easy Off - No Drill Installation</li><li>Compatible with Automatic Tailgate Release</li></ul>","1509.000000",,,,,"96.000000",,,,,,,,,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Bed Covers","ford_us","container2","0","0",,,,"12/30/2020 02:34:58.000000","09/29/2023 00:48:29.000000",,"In Stock",,,"0","0",,,,"cover-tonneau-vml3z-99501a42-aa",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0","/v/m/vml3z-99501a42-aa.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1056.300000","1","0","1.000000",,,,"Reviewed","Missing Image","0","5.000000","78.000000","86.000000",,"0","Ford_F-150_2021,Ford_F-150_2022,Ford_F-150_2023","Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020","Ford","F-150","2021,2022,2023"
"Tonneau/Bed Cover, Painted Hard One-Piece by UnderCover, For 6.5 Bed, Kodiak Brown Metallic","VML3Z-99501A42-AB","ford_us_en","simple","Lightweight and durable, these covers are designed to complement the look of your truck. They even include a battery-powered LED light for nighttime convenience.<ul><li>Over the Rail DesignThe smooth finish provides a premium look, and the full-perimeter seal helps keep out the elements</li><li>For added convenience, the lock is incorporated in the handle on the rear center edge of the cover</li><li>LED Light on bottom side of Cover</li><li>Wall Storage Kit</li><li>Easy On / Easy Off -  No Drill Installation</li><li>Compatible with Automatic Tailgate Release</li></ul>","1509.000000",,,,,"96.000000",,,,,,,,,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Bed Covers","ford_us","container2","0","0",,,,"12/30/2020 02:34:58.000000","09/29/2023 00:48:24.000000",,"In Stock",,,"0","0",,,,"cover-tonneau-vml3z-99501a42-ab",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0","/v/m/vml3z-99501a42-ab.jpg",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1056.300000","1","0","1.000000",,"Image Representative",,"Reviewed","Missing Image","0","5.000000","78.000000","86.000000",,"0","Ford_F-150_2021,Ford_F-150_2022",,"Ford","F-150","2021,2022"
