"name","sku","store_view_code","product_type","description","price","special_price","special_from_date","special_to_date","cost","weight","manufacturer","meta_title","meta_keywords","meta_description","base_image","small_image","thumbnail_image","old_id","tier_price","color","news_from_date","news_to_date","gallery","product_online","minimal_price","visibility","custom_design","custom_design_from","custom_design_to","custom_layout_update","page_layout","categories","product_websites","options_container","required_options","has_options","base_image_label","small_base_image_label","thumbnail_label","created_at","updated_at","country_of_manufacture","stock_status_status","custom_layout","custom_layout_update_file","price_type","sku_type","weight_type","price_view","shipment_type","url_key","url_path","msrp","msrp_display_actual_price_type","links_purchased_separately","samples_title","links_title","links_exist","giftcard_amounts","allow_open_amount","open_amount_min","open_amount_max","giftcard_type","is_redeemable","use_config_is_redeemable","lifetime","use_config_lifetime","email_template","use_config_email_template","allow_message","use_config_allow_message","related_tgtr_position_limit","related_tgtr_position_behavior","upsell_tgtr_position_limit","upsell_tgtr_position_behavior","tax_class_id","gift_message_available","gift_wrapping_available","gift_wrapping_price","is_returnable","swatch_image","brand","bed_size","tonneau_cover_type","step_bar_width","step_bar_pattern","finish","lighter_element","cab_type","console_type","floor_liner_type","number_of_pieces","seat_configuration","seat_location","armrest","seat_cover_material","rail_type","end_cap_color","bed_liner_type","vehicle_side","deflector_location","profile","camera","keypad","trailer_tow_mirrors","trim_kit_type","rack_application","mount_type","cargo_box_dimensions","splash_guard_decal","splash_guard_location","splash_guard_type","wheel_lip_molding","mirror_use","trailer_ball_size","scoop_location","stripe_location","stripe_kit_type","stripe_width","transmission_type","remote_start_type","confirmation","push_button_start","ford_perimeter_plus","suggested_list_price","supplier_name","dealer_net_price","oversize","mandatory_installation","install_time","logo","vehicle_disclaimer","tailgate_step","product_import_status","product_import_review_status","exclude_from_import","height","width","length","residualization_code","show_labor_cost_message","year_model","inactive_year_model","make","model","year"
"Exhaust Tip - Chrome, For 3.7/5.4L Engine","4L3Z-5K238-AA","ford_ca_en","simple","<p>Add a touch of class simply by slipping this chrome exhaust tip over your existing tailpipe. It&rsquo;s made of heavy-duty, corrosion-resistant stainless steel that&rsquo;s chrome-plated for a shine that lasts.</p><ul><li>Installs easily without drilling</li></ul>","142.030000",,,,,"2.000000",,,,,"4L3Z5K238AA_0.jpg","4L3Z5K238AA_0.jpg","4L3Z5K238AA_0.jpg",,,"Chrome",,,,"0",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Trim Kits","ford_ca","container2","0","0",,,,"12/16/2020 20:26:55.000000","05/17/2023 22:00:15.000000",,"In Stock",,,"0","0",,,,"chrome-exhaust-tip-for-3-7l-engine",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,"Chrome",,,,,,,,,,,,,,,"Standard",,,,,,,,,,,,,,,,,,,,,,,,,"98.000000","0","0","0.100000",,"Fits 3.7L & 5.4L engines 2011 forward.",,"Reviewed","Processing Complete","0","4.000000","5.000000","9.500000",,"0","Ford_F-150_2006,Ford_F-150_2007,Ford_F-150_2008,Ford_F-150_2009,Ford_F-150_2010,Ford_F-150_2011,Ford_F-150_2012,Ford_F-150_2013,Ford_F-150_2014,Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019",,"Ford","F-150","2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019"
"Bed Mat - Styleside 5.5 Bed","4L3Z-99112A15-AA","ford_ca_en","simple","<p>Custom-designed, heavy-duty rubber mat to protect your truck bed.</p><ul><li>Made of reinforced, synthetic rubber that resists cracking or breaking.</li><li>Protect your truck bed with this durable, heavy-duty bed mat.</li><li>The mat is made of reinforced synthetic rubber that resists cracking or breaking.</li><li>This 5.5 bed mat is custom-designed to securely fit your truck bed.</li></ul>","216.000000",,,,,"34.000000",,,,,"4L3Z99112A15AA_0.jpg","4L3Z99112A15AA_0.jpg","4L3Z99112A15AA_0.jpg",,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Liners and Mats","ford_us,ford_ca","container2","0","0",,,,"09/08/2020 03:31:38.000000","09/29/2023 00:41:19.000000",,"In Stock",,,"0","0",,,,"styleside-5-5-bed-mat",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,"5.5",,,,,,,,,,,,,,,,"Bed Mat",,,,,,,,,,,,,,,,,,,,,,,,,,,,"151.200000","1","0","0.100000",,,,"Reviewed","Processing Complete","0","8.000000","8.000000","65.000000",,"0","Ford_F-150_2009,Ford_F-150_2010,Ford_F-150_2011,Ford_F-150_2012,Ford_F-150_2013,Ford_F-150_2014","Ford_F-150_2006,Ford_F-150_2007,Ford_F-150_2008,Lincoln_Mark LT_2007,Lincoln_Mark LT_2008","Ford","F-150","2009,2010,2011,2012,2013,2014"
"Bed Mat - Styleside 6.5 Bed","4L3Z-99112A15-BA","ford_ca_en","simple","<p>Protect your truck bed with this durable, heavy-duty bed mat. The mat is made of reinforced synthetic rubber that resists cracking or breaking.</p><ul><li>This 6.5 bed mat is custom-designed to securely fit your truck bed.</li><li>Easy Installation.</li></ul>","240.000000",,,,,"41.000000",,,,,"4L3Z99112A15BA_0.jpg","4L3Z99112A15BA_0.jpg","4L3Z99112A15BA_0.jpg",,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Liners and Mats","ford_us,ford_ca","container2","0","0",,,,"09/08/2020 03:31:38.000000","09/29/2023 01:39:04.000000",,"In Stock",,,"0","0",,,,"styleside-6-5-bed-mat",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,"6.5",,,,,,,,,,,,,,,,"Bed Mat",,,,,,,,,,,,,,,,,,,,,,,,,,,,"168.000000","1","0","0.100000",,,,"Reviewed","Processing Complete","0","8.000000","8.000000","65.000000",,"0","Ford_F-150_2009,Ford_F-150_2010,Ford_F-150_2011,Ford_F-150_2012,Ford_F-150_2013,Ford_F-150_2014","Ford_F-150_2006,Ford_F-150_2007,Ford_F-150_2008,Lincoln_Mark LT_2007,Lincoln_Mark LT_2008","Ford","F-150","2009,2010,2011,2012,2013,2014"
"Bed Mat - Styleside 8.0 Bed","4L3Z-99112A15-CA","ford_ca_en","simple","<p>Protect your truck bed with this durable, heavy-duty bed mat. The mat is made of reinforced synthetic rubber that resists cracking or breaking.</p><ul><li>This 8.0 bed mat is custom-designed to securely fit your truck bed.</li><li>Easy Installation.</li></ul>","160.000000",,,,,"51.000000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Liners and Mats,Default Category","ford_ca","container2","0","0",,,,"12/16/2020 20:26:55.000000","03/07/2023 01:53:33.000000",,"In Stock",,,"0","0",,,,"styleside-8-0-bed-mat",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,"8.0",,,,,,,,,,,,,,,,"Bed Mat",,,,,,,,,,,,,,,,,,,,,,,,,,,,"112.000000","1","0","0.100000",,,,"Disabled by Import","Processing Complete","0","8.000000","8.000000","65.000000",,"0","Ford_F-150_2011,Ford_F-150_2012,Ford_F-150_2013,Ford_F-150_2014","Ford_F-150_2006,Ford_F-150_2007,Ford_F-150_2008,Ford_F-150_2009,Ford_F-150_2010,Lincoln_Mark LT_2007,Lincoln_Mark LT_2008","Ford","F-150","2011,2012,2013,2014"
"Tonneau Cover - With Snaps Styleside 5.5 Bed","4L3Z-99501A42-AA","ford_ca_en","simple","<p>Shield the contents of your truck bed cargo area from rain, snow and more with this premium, heavy-duty 20-oz. vinyl cover. The black aluminum rail system installs quickly and securely so you easily can snap on and remove the tonneau cover as you need it.</p><ul><li>Snaps made of non-rusting composite material&nbsp; </li><li>Click-in-place rear rail offers easy access to cargo bed </li><li>Available in all bed sizes </li><li>No-drill installation.</li></ul><p>&nbsp;</p><p>&nbsp;</p>","298.570000",,,,,"23.000000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Bed\/Cargo Area,Default Category/Bed\/Cargo Area/Bed Covers,Default Category","ford_ca","container2","0","0",,,,"12/16/2020 20:26:55.000000","05/17/2023 05:24:52.000000",,"In Stock",,,"0","0",,,,"styleside-5-5-tonneau-w-snaps",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,"5.5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"209.000000","1","0","0.500000",,"<p>Not compatible with Cargo Management System</p>",,"Disabled by Import","Processing Complete","0","5.000000","7.500000","75.500000",,"0","Ford_F-150_2007,Ford_F-150_2008","Ford_F-150_2006,Lincoln_Mark LT_2007,Lincoln_Mark LT_2008","Ford","F-150","2007,2008"
"Vehicle Safe by Console Vault","VFL1Z-9906202-A","ford_ca_fr","simple","<ul><li>Providing peace of mind for those with high security needs </li><li>Constructed from massive 12 gauge cold rolled plate steel </li><li>Welded tab and notch seams </li><li>Superior 3-point locking system resists prying&nbsp; </li><li>Spring assisted lid </li><li>4-digit combination lock with 10,000 possible combinations (Combination lock meets CADOJ compliance) </li><li>Easy do-it-yourself installation </li><li>Secures inside factory console Console Vault&rsquo;s in-vehicle safes discreetly</li></ul>","394.800000",,,,,"7.000000",,,,,"VFL1Z9906202A_0.jpg","VFL1Z9906202A_0.jpg","VFL1Z9906202A_0.jpg",,,,,,,"0",,"Catalog, Search",,,,,,"Default Category/Interior,Default Category","ford_us,ford_ca","container2","0","0",,,,"09/16/2020 21:37:28.000000","07/27/2023 04:32:49.000000",,"In Stock",,,"0","0",,,,"compartment-asy-stowage-11032",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,"Console Vault",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"276.360000","0","0","0.500000",,,,"Disabled by Import","Processing Complete","0","12.000000","10.000000","9.000000",,"0","Ford_Expedition_2015","Ford_Expedition_2016,Ford_Expedition_2017","Ford","Expedition","2015"
"SCREEN ASY","VFL3Z-10E947-AA","ford_ca_fr","simple",,"2294.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 00:43:56.000000",,"In Stock",,,"0","0",,,,"screen-asy-11037",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1605.980000","0","0","0.000000",,,,"Vehicle Association Change","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020",,,
"SCREEN ASY","VFL3Z-10E947-BA","ford_ca_fr","simple",,"2294.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 00:43:56.000000",,"In Stock",,,"0","0",,,,"screen-asy-11038",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1605.980000","0","0","0.000000",,,,"Vehicle Association Change","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020",,,
"SCREEN ASY","VFL3Z-10E947-BB","ford_ca_fr","simple",,"2294.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 01:39:21.000000",,"In Stock",,,"0","0",,,,"screen-asy-11039",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1605.980000","0","0","0.000000",,,,"Reviewed","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017",,,
"SCREEN ASY","VFL3Z-10E947-BC","ford_ca_fr","simple",,"2294.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 00:43:56.000000",,"In Stock",,,"0","0",,,,"screen-asy-11040",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1605.980000","0","0","0.000000",,,,"Vehicle Association Change","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020",,,
"SCREEN ASY","VFL3Z-10E947-CA","ford_ca_fr","simple",,"2294.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 00:43:47.000000",,"In Stock",,,"0","0",,,,"screen-asy-11041",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1605.980000","0","0","0.000000",,,,"Vehicle Association Change","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020",,,
"SCREEN ASY","VFL3Z-10E947-CB","ford_ca_fr","simple",,"2294.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 00:57:06.000000",,"In Stock",,,"0","0",,,,"screen-asy-11042",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1605.980000","0","0","0.000000",,,,"Vehicle Association Change","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020",,,
"SCREEN ASY","VFL3Z-10E947-CC","ford_ca_fr","simple",,"2294.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 00:57:06.000000",,"In Stock",,,"0","0",,,,"screen-asy-11043",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1605.980000","0","0","0.000000",,,,"Vehicle Association Change","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020",,,
"SCREEN ASY","VFL3Z-10E947-DA","ford_ca_fr","simple",,"2409.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 01:38:41.000000",,"In Stock",,,"0","0",,,,"screen-asy-11044",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1686.480000","0","0","0.000000",,,,"Reviewed","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017",,,
"SCREEN ASY","VFL3Z-10E947-EA","ford_ca_fr","simple",,"2409.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 01:39:22.000000",,"In Stock",,,"0","0",,,,"screen-asy-11045",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1686.480000","0","0","0.000000",,,,"Reviewed","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017",,,
"SCREEN ASY","VFL3Z-10E947-EB","ford_ca_fr","simple",,"2409.260000",,,,,"0.100000",,,,,,,,,,,,,,"0",,"Catalog, Search",,,,,,"Default Category","ford_us,ford_ca","container2","0","0",,,,"12/10/2020 21:07:44.000000","09/29/2023 01:39:22.000000",,"In Stock",,,"0","0",,,,"screen-asy-11046",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"VOXX AUTOMOTIVE","1686.480000","0","0","0.000000",,,,"Reviewed","Non Customer Item","0",,,,,"0",,"Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017",,,
"Éclairage – Lampes de travail","VFL3Z-13C788-A","ford_ca_fr","simple","<p>Pratique pour les clients qui recherchent une source d’éclairage supplémentaire pour le plateau de leur camion. Fournit un excellent éclairage dans le plateau pour le travail ou les loisirs.</p><ul><li>Utilise la zone du troisième feu stop en hauteur pour la fixation d’un enjoliveur sur mesure contenant deux projecteurs à DEL dirigés vers l’arrière.</li><li>L’ensemble comprend un panneau de garniture de lampes de travail de remplacement (dans l’enjoliveur) avec un commutateur prémonté, toutes les brides, les pièces de fixation et les interrupteurs.</li></ul>","765.600000",,,,,"5.300000",,,,,"VFL3Z13C788A_0.jpg","VFL3Z13C788A_0.jpg","VFL3Z13C788A_0.jpg",,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Electronics,Default Category/Electronics/Lamps, Lights and Treatments","ford_us,ford_ca","container2","0","0",,,,"09/16/2020 21:37:30.000000","09/29/2023 00:58:01.000000",,"In Stock",,,"0","0",,,,"processor-lighting-control-11357",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"459.360000","0","0","0.500000",,"Non compatible avec les lampes stroboscopiques à DEL.",,"Reviewed","Processing Complete","0","34.000000","3.500000","14.500000",,"0","Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019","Ford_F-150_2020","Ford","F-150","2015,2016,2017,2018,2019"
"Alarme de recul d’ECCO","VFL3Z-14N137-A","ford_ca_fr","simple","<p>Protégez davantage votre véhicule et son contenu grâce à cette alarme de recul compacte et économique qui offre la qualité et la fiabilité des systèmes ECCO.</p><ul><li>Le boîtier en nylon renforcé et les composants électroniques encapsulés d’époxy offrent une longévité et une résistance à l’humidité exceptionnelles.</li></ul>","177.910000",,,,,"1.320000",,,,,"VFL3Z14N137A_0.jpg","VFL3Z14N137A_0.jpg","VFL3Z14N137A_0.jpg",,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Electronics,Default Category/Electronics/Parking Assist System","ford_us,ford_ca","container2","0","0",,,,"09/16/2020 21:37:28.000000","09/29/2023 00:56:40.000000",,"In Stock",,,"0","0",,,,"reverse-warning-device-11031",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,"ECCO",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"124.540000","0","0","0.800000",,,,"Reviewed","Processing Complete","0","9.000000","8.000000","14.000000",,"0","Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020",,"Ford","F-150","2015,2016,2017,2018,2019,2020"
"Phares antibrouillards","VFL3Z-15200-C","ford_ca_fr","simple","<p>Les jeux de phares antibrouillards à DEL Luminix offrent un éclairage intense et puissant. Ces phares antibrouillards s’installent dans les logements des antibrouillards d’origine et utilisent les câbles existants pour une pose rapide prête à l’emploi.</p><ul><li>Boîtiers en aluminium&nbsp;CNC&nbsp;6601 durable et robuste. </li><li>Réglage facile après installation. </li><li>Matériel de montage et pièces de fixation en acier inoxydable à revêtement noir résistant à la corrosion compris dans l’ensemble.</li><li>Tests de performance effectués pour assurer la durabilité dans différentes conditions, notamment&nbsp;: <ul><li>Vibrations </li><li>Poussière et immersion dans l’eau </li><li>Jets d’eau à haute pression </li><li>Sel et brouillard</li></ul></li></ul>","336.700000",,,,,"9.380000",,,,,"VFL3Z15200C_0.jpg","VFL3Z15200C_0.jpg","VFL3Z15200C_0.jpg",,,,,,,"1",,"Catalog, Search",,,,,,"Default Category/Electronics,Default Category/Electronics/Lamps, Lights and Treatments","ford_us,ford_ca","container2","0","0",,,,"09/16/2020 21:37:30.000000","09/06/2023 08:22:06.000000",,"In Stock",,,"0","0",,,,"lamp-asy-fog-front-11305",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"235.690000","1","0","0.500000",,,,"Reviewed","Processing Complete","0","10.000000","3.000000","10.000000",,"0","Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017,Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020,Ford_Super Duty_2017,Ford_Super Duty_2018,Ford_Super Duty_2019,Ford_Super Duty_2020,Ford_Super Duty_2021,Ford_Super Duty_2022","Ford_Maverick_2022","Ford","F-150,Super Duty","2015,2016,2017,2018,2019,2020,2021,2022"
"Door Handle Trim - Chrome, Handle Only, For Reg and Super Cab","VFL3Z-1522404-A","ford_ca_fr","simple","<p>Don&rsquo;t forget the door handles when adding the chrome look to your new truck. Specially designed for the F-150, kits come with Door Pulls only, or Door Pulls and Bezels.</p><ul><li>Easy, no drilling required installation &ndash; uses 3M automotive tape </li><li>Designed to handle the elements </li><li>Matches the OE chrome trim for a factory look </li><li>Kits for Regular/SuperCab and SuperCrew are available</li></ul>","25.000000",,,,,"3.000000",,,,,"VFL3Z1522404A_0.jpg","VFL3Z1522404A_0.jpg","VFL3Z1522404A_0.jpg",,,"Chrome",,,,"0",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category","ford_us,ford_ca","container2","0","0",,,,"12/30/2020 02:28:05.000000","07/27/2023 04:33:15.000000",,"In Stock",,,"0","0",,,,"handle-asy-door-outer",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,"Chrome",,"SuperCab",,,,,,,,,,,,,"Standard",,,,,,,,,,,,,,,,,,,,,,,,,"17.500000","0","0","0.100000",,,,"Reviewed","Processing Complete","0","11.000000","8.000000","4.000000",,"0","Ford_F-150_2015,Ford_F-150_2016",,"Ford","F-150","2015,2016"
"Door Handle Trim - Chrome, Handle Only, For SuperCrew","VFL3Z-1522404-B","ford_ca_fr","simple","<p>Don&rsquo;t forget the door handles when adding the chrome look to your new truck. Specially designed for the F-150, kits come with Door Pulls only, or Door Pulls and Bezels.</p><ul><li>Easy, no drilling required installation &ndash; uses 3M automotive tape </li><li>Designed to handle the elements </li><li>Matches the OE chrome trim for a factory look </li><li>Kits for Regular/SuperCab and SuperCrew are available</li>","45.000000",,,,,"3.000000",,,,,"VFL3Z1522404B_0.jpg","VFL3Z1522404B_0.jpg","VFL3Z1522404B_0.jpg",,,"Chrome",,,,"0",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Graphics and Stripes","ford_us,ford_ca","container2","0","0",,,,"12/30/2020 02:28:05.000000","07/27/2023 04:32:45.000000",,"In Stock",,,"0","0",,,,"handle-asy-door-outer-11437",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,"Chrome",,"SuperCrew",,,,,,,,,,,,,"Standard",,,,,,,,,,,,,,,,,,,,,,,,,"31.500000","0","0","0.500000",,,,"Reviewed","Processing Complete","0","11.000000","8.000000","4.000000",,"0","Ford_F-150_2015,Ford_F-150_2016",,"Ford","F-150","2015,2016"
"Garniture de fermeture de hayon – Chromée, poignée et enjoliveur, ouverture manuelle","VFL3Z-1522404-C","ford_ca_fr","simple","<p>Ajoutez une touche personnalisée à votre hayon avec une poignée de hayon chromée fabriquée en ABS plaqué chrome durable qui s’agence à la garniture d’origine.</p><ul><li>Installation facile sans perçage à l’aide de ruban adhésif&nbsp;3M pour automobile. </li><li>Conçue pour résister aux éléments. </li><li>Nécessaires livrables pour hayons à ouverture manuelle (illustré) et à commande électrique.</li></ul>","63.700000",,,,,"3.000000",,,,,"VFL3Z1522404C_0.jpg","VFL3Z1522404C_0.jpg","VFL3Z1522404C_0.jpg",,,"Chrome",,,,"1",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Trim Kits","ford_us,ford_ca","container2","0","0",,,,"09/16/2020 21:37:31.000000","09/29/2023 01:45:54.000000",,"In Stock",,,"0","0",,,,"handle-asy-door-outer-11438",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"1",,,,,,,"Chrome",,,,,,,,,,,,,,,"Standard",,,,"Tailgate",,,,,,,,,,,,,,,,,,,,,"44.590000","0","0","0.500000",,,,"Reviewed","Processing Complete","0","13.000000","7.000000","3.000000",,"0","Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017","Ford_F-150_2018,Ford_F-150_2019,Ford_F-150_2020","Ford","F-150","2015,2016,2017"
"Tailgate Latch Trim - Chrome, Bezel Only, Power Latch","VFL3Z-1522404-D","ford_ca_fr","simple","<p>Add a custom look to your tailgate with a chrome tailgate handle made of long-lasting, chromed ABS that complements the OE trim.</p><ul><li>Easy, no drill installation &ndash; uses 3M automotive tape </li><li>Engineered to handle the elements </li><li>Kits for manual latches (shown) and power latches are available</li></ul>","49.000000",,,,,"3.000000",,,,,"VFL3Z1522404D_0.jpg","VFL3Z1522404D_0.jpg","VFL3Z1522404D_0.jpg",,,"Chrome",,,,"0",,"Catalog, Search",,,,,,"Default Category/Exterior,Default Category/Exterior/Graphics and Stripes","ford_ca","container2","0","0",,,,"12/30/2020 02:28:05.000000","07/27/2023 04:37:45.000000",,"In Stock",,,"0","0",,,,"handle-asy-door-outer-11439",,,"0",,,,,,,,,,,,,,,,,,,,,,"Taxable Goods","0","0",,"0",,,,,,,"Chrome",,,,,,,,,,,,,,,"Standard",,,,"Tailgate",,,,,,,,,,,,,,,,,,,,,"34.300000","0","0","0.500000",,,,"Reviewed","Processing Complete","0","13.000000","7.000000","3.000000",,"0","Ford_F-150_2015,Ford_F-150_2016,Ford_F-150_2017","Ford_F-150_2018","Ford","F-150","2015,2016,2017"
